created_date,Price,Area,Bedrooms,Bathrooms,Parking_Spaces,extract_date,Latitude,Longitude,Rua,Bairro
2020-03-06,4900000.0,142,2,4,3,2024-11-25,-23.55299415,-46.69191265072499,Rua Fidalga 800,Pinheiros
2018-03-27,1949000.0,154,2,5,3,2024-11-25,-23.6165886,-46.6698531,Rua Antônio de Macedo Soares,Campo Belo
2023-05-30,1776000.0,138,2,3,3,2024-11-25,-23.63308130436349,-46.73312845377042,Rua Itapimirum,Vila Andrade
2018-03-27,18000000.0,470,2,4,3,2024-11-25,-23.579804804054163,-46.6928366606513,Praça Germânia 45,Jardim Europa
2018-03-27,7844000.0,186,2,5,3,2024-11-25,-23.605939349434603,-46.66985829087896,Rua Gaivota 65,Moema
2018-03-28,2499000.0,180,2,4,3,2024-11-25,-23.6048234,-46.67432924453587,Avenida Cotovia 80,Indianópolis
2023-08-16,431000.0,140,3,1,1,2024-11-25,-23.57853212811954,-46.67357696780524,Rua Japão 90,Itaim Bibi
2018-03-27,505000.0,56,3,1,1,2024-11-25,-23.554846720728445,-46.54307207861796,Rua Lutécia,Vila Carrão
2018-03-27,5217044.0,132,3,1,2,2024-11-25,-23.560164295330345,-46.6532430957219,Rua Itapeva,Bela Vista
2023-08-16,895000.0,110,3,1,2,2024-11-25,-23.53076835,-46.684337766089406,Rua Cotoxó 424,Perdizes
2018-03-27,1300000.0,174,3,1,2,2024-11-25,-23.53399765,-46.65529,Rua Doutor Albuquerque Lins,Santa Cecília
2018-03-27,565000.0,75,3,1,2,2024-11-25,-23.592799,-46.5439358,Rua Dona Maria Cândida de Lima 150,Vila Paulo Silas
2018-06-08,1446000.0,116,3,1,2,2024-11-25,-20.9402884,-48.4601569,Não Informado,Jardim das Acácias
2023-09-06,1482479.0,123,3,1,2,2024-11-25,-23.6892795,-46.599687135115474,Não Informado,Vila Sofia
2023-07-24,1150000.0,112,3,1,2,2024-11-25,-23.532852517607285,-46.69099268339301,Rua Doutor Augusto de Miranda 1139,Vila Pompéia
2018-03-28,2365000.0,163,3,1,3,2024-11-25,-23.5707458,-46.6322896,Rua Jaspe 57,Aclimação
2018-03-27,3000000.0,237,3,1,3,2024-11-25,-23.58805067042177,-46.60404034033477,Rua Cisplatina,Ipiranga
2023-07-24,1968085.0,150,3,1,3,2024-11-25,-23.539285308411216,-46.68286313831776,Rua Aimberê 1070,Perdizes
2018-03-27,2200000.0,140,3,1,3,2024-11-25,-23.5458427,-46.68915533137255,Rua Cayowaá 2200,Perdizes
2018-03-28,1300000.0,103,3,1,3,2024-11-25,-23.54022765,-46.71564177604563,Rua Bergamota 470,Alto da Lapa
2018-03-27,730000.0,106,3,1,3,2024-11-25,-20.80661345959448,-49.41203921776398,Não Informado,Vila Congonhas
2018-03-27,1090000.0,66,3,2,1,2024-11-25,-23.5548515,-46.65408969151636,Rua Itararé 168,Bela Vista
2018-03-27,1250000.0,114,3,2,1,2024-11-25,-23.54644015,-46.6573508110935,Rua Alagoas 336,Higienópolis
2021-11-16,1500000.0,118,3,2,1,2024-11-25,-23.58201506044492,-46.67449954380559,Rua Jesuíno Arruda,Itaim Bibi
2018-03-27,750000.0,72,3,2,1,2024-11-25,-23.633089861163725,-46.69070998428428,Rua São Benedito,Santo Amaro
2018-03-27,2350000.0,126,3,2,1,2024-11-25,-23.563340794594925,-46.66650859518461,Alameda Lorena,Jardim Paulista
2018-03-27,800000.0,104,3,2,1,2024-11-25,-23.53328784819221,-46.5679754938365,Rua José Tavares Siqueira,Parque São Jorge
2018-03-27,430000.0,80,3,2,1,2024-11-25,-23.50841474250852,-46.608435084710514,Rua Capitão Luís Ramos,Vila Guilherme
2018-03-27,1602317.3015935991,210,3,2,1,2024-11-25,-23.54923595,-46.6592437252215,Avenida Angélica 1905,Higienópolis
2018-03-30,1980000.0,122,3,2,2,2024-11-25,-23.548756872841413,-46.6917770433963,Rua Harmonia,Sumarezinho
2023-02-16,2150000.0,88,3,2,2,2024-11-25,-23.49614125,-46.62617564167962,Rua Voluntários da Pátria 2741,Santana
2022-09-23,1919840.0,85,3,2,2,2024-11-25,-23.493069114740354,-46.62627605104973,Rua Voluntários da Pátria 4816,Santana
2018-03-27,2300000.0,174,3,2,2,2024-11-25,-23.51803358213405,-46.71700486559819,Rua Fortunato Ferraz 280,Vila Anastácio
2018-03-27,1600000.0,87,3,2,2,2024-11-25,-23.512805837038652,-46.71401744855915,Avenida Raimundo Pereira de Magalhães,Vila Anastácio
2018-03-28,950000.0,130,3,2,2,2024-11-25,-23.54994889360504,-46.69190160316321,Rua Senador César Lacerda Vergueiro 471,Sumarezinho
2022-05-26,2063246.0,118,3,2,2,2024-11-25,-23.4797827,-46.6369462,Rua Maria José Pomar 322,Lauzane Paulista
2022-06-08,1602317.3015935991,85,3,2,2,2024-11-25,-23.5570945,-46.59796138618907,Rua do Oratório 260,Mooca
2018-03-27,2190000.0,276,3,2,3,2024-11-25,-23.566734010093946,-46.64471809195591,Rua Treze de Maio 1526,Bela Vista
2018-03-27,650000.0,85,3,2,3,2024-11-25,-23.628282437875264,-46.73964575310525,Rua Francisco Pessoa 491,Vila Andrade
2021-02-08,840000.0,118,3,2,3,2024-11-25,-23.64861730509564,-46.66569409694617,Avenida Mascote 635,Vila Mascote
2023-06-12,1550000.0,134,3,2,3,2024-11-25,-23.500771443368965,-46.63852811015816,Rua Alfredo Pujol 1293,Santana
2023-09-06,950000.0,114,3,2,3,2024-11-25,-23.5371999,-46.7144096,Rua Pio XI 1632,Alto de Pinheiros
2018-03-27,850000.0,95,3,2,3,2024-11-25,-21.8006898,-48.1943456,Não Informado,Chácara Califórnia
2018-03-27,1150000.0,141,3,3,1,2024-11-25,-23.5348196,-46.669824336564304,Rua Ministro Godói 616,Perdizes
2018-03-27,1800000.0,187,3,3,1,2024-11-25,-23.53819045,-46.6597294,Rua Baronesa de Itu 722,Santa Cecília
2018-03-30,1000000.0,165,3,3,1,2024-11-25,-23.57379065,-46.58718393369124,Avenida Paes de Barros 2643,Parque da Mooca
2018-03-27,819000.0,70,3,3,1,2024-11-25,-23.52898652063478,-46.67968331226451,Travessa Caraíbas 1051,Perdizes
2018-03-27,899750.0,70,3,3,1,2024-11-25,-23.58889541702698,-46.63528788654497,Rua Domingos de Morais 100,Vila Mariana
2018-03-30,1100000.0,80,3,3,1,2024-11-25,-23.626017418065565,-46.66833552156469,Rua João de Sousa Dias 509,Campo Belo
2018-03-27,1310000.0,86,3,3,1,2024-11-25,-23.569425974809736,-46.66242222179781,Rua Cravinhos 88,Jardim Paulista
2022-02-25,1349980.0,170,3,3,1,2024-11-25,-23.56586239303121,-46.65322087005906,Alameda Santos 1023,Cerqueira César
2018-03-27,3199970.0,147,3,3,1,2024-11-25,-23.57316806257333,-46.6661038195735,Avenida Nove de Julho 5714,Jardim Paulista
2019-02-13,1300000.0,90,3,3,2,2024-11-25,-23.54597789726069,-46.568025311319445,Rua Cantagalo 1943,Vila Gomes Cardim
2019-04-29,1215000.0,96,3,3,2,2024-11-25,-23.55063395,-46.54159129125796,Rua Renato Rinaldi 510,Vila Carrão
2018-04-04,1220000.0,107,3,3,2,2024-11-25,-23.60073900679104,-46.60163915870236,Rua Lino Coutinho 301,Ipiranga
2018-04-12,1040000.0,102,3,3,2,2024-11-25,-23.53129985,-46.5584496,Avenida Celso Garcia 5640,Tatuapé
2022-12-06,2550000.0,135,3,3,2,2024-11-25,-23.60281913070729,-46.68001348253446,Rua Alvorada 303,Vila Olímpia
2023-06-29,1600000.0,94,3,3,2,2024-11-25,-23.632138371105416,-46.73003779419905,Rua Fábio Lopes dos Santos Luz 419260,Vila Andrade
2018-04-04,1247940.0,151,3,3,2,2024-11-25,-23.566505182743985,-46.65972859719577,Rua José Maria Lisboa 880,Jardim Paulista
2018-03-27,1600000.0,100,3,3,2,2024-11-25,-23.54439159511327,-46.5709034109798,Rua Serra de Botucatu 100,Vila Gomes Cardim
2018-03-27,5800000.0,211,3,3,3,2024-11-25,-23.559969681261297,-46.70025846551162,Rua Nicolau Gagliardi 50,Pinheiros
2019-02-26,1843000.0,113,3,3,3,2024-11-25,-23.592871470348687,-46.6456599268417,Rua Capitão Macedo,Vila Clementino
2022-08-29,2000000.0,151,3,3,3,2024-11-25,-23.53890219874324,-46.68513182240995,Rua Cajaíba 335,Vila Pompéia
2022-06-08,1650000.0,133,3,3,3,2024-11-25,-23.556765400000003,-46.598864649343554,Rua do Oratório 202,Mooca
2021-10-28,1350000.0,103,3,3,3,2024-11-25,-23.55259398576777,-46.54163469732592,Rua Xiririca 649,Vila Carrão
2021-11-23,1389990.0,117,3,3,3,2024-11-25,-23.591255093414475,-46.62131706758228,Rua Pedro Pomponazzi 793,Jardim Vila Mariana
2018-03-30,1500000.0,165,3,3,3,2024-11-25,-23.49113514166285,-46.63072291081533,Rua Pedro Doll,Santana
2018-03-27,1340000.0,116,3,3,3,2024-11-25,-23.487562743103712,-46.63849746522879,Rua Conselheiro Moreira de Barros,Santana
2018-03-27,795000.0,129,3,3,3,2024-11-25,-23.622269135613603,-46.62749169509387,Rua Elisa Silveira 454,Vila Santo Estéfano
2018-03-27,2128000.0,212,3,3,4,2024-11-25,-23.53918727346958,-46.67362093046199,Rua Caiubi 591,Perdizes
2018-03-27,3000000.0,200,3,3,4,2024-11-25,-23.55670089031135,-46.56718792679954,Rua Eunice Weaver 33,Jardim Anália Franco
2018-03-27,5190000.0,182,3,3,4,2024-11-25,-23.608944,-46.67270445,Rua Gaivota 50,Moema
2019-09-02,2899970.0,190,3,3,4,2024-11-25,-23.53317654876033,-46.67850293553719,Rua Aimberê 268,Perdizes
2021-11-23,2149980.0,212,3,3,4,2024-11-25,-23.61219820430928,-46.657729951268365,Avenida Jurucê 968,Indianópolis
2020-12-16,2899990.0,190,3,3,4,2024-11-25,-23.533123065289256,-46.67846439504133,Rua Aimberê 261,Perdizes
2018-03-27,1250000.0,205,3,3,4,2024-11-25,-23.51142565,-46.58173268285903,Rua Mussumés 210,Vila Maria Alta
2018-03-27,1420000.0,154,3,5,1,2024-11-25,-23.59963763795697,-46.63573529981514,Rua Loefgren 2359,Vila Clementino
2018-03-27,1500000.0,180,3,4,1,2024-11-25,-23.5385236,-46.66060265,Rua Baronesa de Itu 789,Santa Cecília
2018-03-27,1350000.0,130,3,4,1,2024-11-25,-23.57537442957689,-46.65756647148046,Rua Caconde 810,Jardim Paulista
2018-03-28,1800000.0,133,3,4,1,2024-11-25,-23.61992835162841,-46.665887634169856,Rua Otávio Tarquínio de Sousa 1222,Campo Belo
2018-03-27,2185000.0,190,3,4,1,2024-11-25,-23.5669746,-46.64721010179586,Rua Cincinato Braga 481,Bela Vista
2019-12-27,2000000.0,135,3,4,1,2024-11-25,-23.564890317403677,-46.65632206290199,Alameda Jaú,Jardim Paulista
2020-07-23,2200000.0,106,3,4,1,2024-11-25,-23.536799335185183,-46.67561961111111,Rua Campevas 238,Perdizes
2018-03-28,740000.0,200,3,4,1,2024-11-25,-23.5476311,-46.65899334924242,Rua Sergipe 575,Consolação
2018-07-29,1602317.3015935991,96,3,4,1,2024-11-25,-23.5426905,-46.5713601,Não Informado,Vila Azevedo
2018-12-18,1553620.0,127,3,4,2,2024-11-25,-23.51803358213405,-46.71700486559819,Rua Fortunato Ferraz 280,Vila Anastácio
2021-06-09,1900000.0,120,3,4,2,2024-11-25,-23.632119,-46.6928672,Rua do Estilo Barroco 422,Santo Amaro
2018-03-27,5460000.0,276,3,4,2,2024-11-25,-23.5616294,-46.66068436725428,Alameda Jaú 1313,Jardim Paulista
2018-03-27,2590000.0,158,3,5,2,2024-11-25,-23.59963763795697,-46.63573529981514,Rua Loefgren 2503,Vila Clementino
2024-04-11,1602317.3015935991,123,3,4,2,2024-11-25,-23.51803358213405,-46.71700486559819,Rua Fortunato Ferraz 625,Vila Anastácio
2021-11-23,1390000.0,117,3,4,2,2024-11-25,-23.606091374626864,-46.67398531716418,Avenida dos Eucaliptos 169,Indianópolis
2018-03-27,1990000.0,153,3,5,3,2024-11-25,-23.5284554,-46.74254252124808,Avenida Mofarrej 706,Vila Leopoldina
2023-10-16,1599000.0,127,3,5,3,2024-11-25,-23.5705085,-46.5869081,Não Informado,Parque da Mooca
2018-03-27,4500000.0,206,3,4,3,2024-11-25,-23.541171688786942,-46.67849217551285,Rua José Donatelli 8,Sumaré
2018-03-27,2300000.0,151,3,4,3,2024-11-25,-23.56839480632922,-46.59496429372176,Rua Celso de Azevedo Marques 360,Parque da Mooca
2018-03-27,4915000.0,329,3,4,3,2024-11-25,-23.561504,-46.659634,Alameda Ministro Rocha Azevedo 384,Cerqueira César
2020-10-08,3949000.0,130,3,4,3,2024-11-25,-23.466900000000003,-46.63202210841122,Rua Almirante José Saldanha da Gama 75,Parque Mandaqui
2018-03-28,3000000.0,171,3,5,3,2024-11-25,-23.57748325,-46.645388350000005,Rua Said Aiach 277,Paraíso
2018-03-27,1100000.0,211,3,4,3,2024-11-25,-23.618743991877132,-46.68137648440344,Rua Gabriele D'Annunzio 537,Campo Belo
2024-10-17,3800000.0,230,3,5,3,2024-11-25,-23.62415486878935,-46.7339204050125,Avenida Giovanni Gronchi,Morumbi
2018-03-27,6600000.0,189,3,5,3,2024-11-25,-23.62432168414706,-46.69682155371076,Rua Doutor José Áureo Bustamante 301,Santo Amaro
2021-02-08,5950000.0,210,3,5,4,2024-11-25,-23.60078967969723,-46.67975230057948,Avenida Doutor Cardoso de Melo 585,Vila Olímpia
2018-03-27,5000000.0,250,3,4,4,2024-11-25,-23.62432168414706,-46.69682155371076,Rua Doutor José Áureo Bustamante 301,Santo Amaro
2022-12-15,3490000.0,172,3,5,4,2024-11-25,-23.53625555,-46.6783601853452,Rua Caiubi 1159,Perdizes
2018-03-27,5500000.0,297,3,5,6,2024-11-25,-23.5557645,-46.56363890824658,Rua Nagib Izar 258,Jardim Anália Franco
2021-10-29,10200000.0,317,3,5,4,2024-11-25,-23.602000146718545,-46.66351179738904,Avenida Sabiá 1,Indianópolis
2018-03-28,3200000.0,230,3,4,4,2024-11-25,-22.75016961548117,-47.64935461568941,Não Informado,Higienópolis
2018-03-27,5500000.0,297,3,6,5,2024-11-25,-23.5557645,-46.56363890824658,Rua Nagib Izar 258,Jardim Anália Franco
2018-03-28,11118000.0,391,4,1,4,2024-11-25,-23.585765795199094,-46.64689125180749,Avenida Conselheiro Rodrigues Alves,Vila Mariana
2022-06-14,1949970.0,220,4,1,4,2024-11-25,-23.61008995523752,-46.68184699215069,Rua Nebraska 940,Brooklin Novo
2018-04-04,3200000.0,250,4,1,4,2024-11-25,-23.591610952245865,-46.63405410395462,Rua Conde de Irajá,Vila Mariana
2018-03-27,4000000.0,320,4,1,5,2024-11-25,-23.5468151,-46.65615749580283,Rua Itacolomi 293,Higienópolis
2024-03-28,10349692.0,51,4,1,4,2024-11-25,-23.5590121,-46.6670153,Alameda Franca 1557,Jardim Paulista
2018-03-27,3600000.0,300,4,4,3,2024-11-25,-23.571011098734434,-46.65567791195296,Alameda Joaquim Eugênio de Lima 297,Jardim Paulista
2018-03-27,3750000.0,220,4,1,4,2024-11-25,-23.60032315108986,-46.667329773018665,Avenida Lavandisca,Indianópolis
2018-03-27,3600000.0,245,4,1,4,2024-11-25,-23.59424757571182,-46.63181181973673,Rua Sousa Ramos,Vila Mariana
2018-03-28,3499990.0,140,4,5,2,2024-11-25,-23.609023029418477,-46.65822034658348,Avenida Jurema,Indianópolis
2018-03-30,2150000.0,180,4,2,2,2024-11-25,-23.58607748026771,-46.68662747407171,Rua Tabapuã 1674,Itaim Bibi
2023-08-22,1549990.0,145,4,2,2,2024-11-25,-23.435641960455214,-45.08927955994904,Rua Maria Paula,Bela Vista
2019-09-02,636000.0,185,4,2,2,2024-11-25,-23.61432975,-46.6746265,Rua Morais de Barros 724,Campo Belo
2018-03-28,2245000.0,67,20,2,2,2024-11-25,-23.6060819,-46.61430285,Rua Vergueiro,Vila Firmiano Pinto
2018-03-27,1617000.0,136,4,2,3,2024-11-25,-23.51803358213405,-46.71700486559819,Rua Fortunato Ferraz,Vila Anastácio
2018-03-27,2700000.0,170,4,2,3,2024-11-25,-23.54607515,-46.65664668161308,Rua Piauí 591,Higienópolis
2018-03-27,899000.0,200,4,2,3,2024-11-25,-23.62208165804489,-46.73361842894112,Avenida Giovanni Gronchi 4720,Vila Andrade
2023-09-06,3963884.0,205,4,2,3,2024-11-25,-23.536237764150943,-46.7130714,Avenida São Gualter 108,Vila Ida
2018-03-27,2300000.0,366,4,2,4,2024-11-25,-23.5729126,-46.63300370160809,Não Informado,Aclimação
2018-08-08,3799970.0,262,4,2,4,2024-11-25,-23.57308689309361,-46.64761721574264,Rua Doutor Rafael de Barros 347,Paraíso
2018-03-27,4580000.0,310,4,2,4,2024-11-25,-23.533185409099204,-46.6605191104886,Rua Tupi,Santa Cecília
2018-03-27,4845000.0,254,4,2,4,2024-11-25,-23.57200532378379,-46.64866109358715,Rua Teixeira da Silva,Paraíso
2018-03-27,1980000.0,330,4,2,4,2024-11-25,-23.56145395119144,-46.55787843054275,Rua Eleonora Cintra 155,Jardim Anália Franco
2024-03-08,16847064.0,493,5,2,5,2024-11-25,-23.60507503344332,-46.65389734449995,Avenida Indianópolis,Indianópolis
2018-03-27,11600000.0,600,4,2,6,2024-11-25,-23.5477465,-46.66154329655573,Rua Ceará 287,Consolação
2018-03-30,3000000.0,150,4,3,1,2024-11-25,-23.557818,-46.6605373,Não Informado,Consolação
2018-03-27,1389970.0,214,4,3,1,2024-11-25,-23.564693860201643,-46.65041147818187,Rua São Carlos do Pinhal 291,Bela Vista
2018-03-28,1900000.0,170,4,3,1,2024-11-25,-23.56715675,-46.6931338386368,Não Informado,Pinheiros
2024-03-27,677000.0,105,4,3,1,2024-11-25,-23.63533365,-46.6442114,Avenida Doutor Luís Rocha Miranda 135,Jabaquara
2018-03-27,1596000.0,221,4,3,1,2024-11-25,-23.53769986593924,-46.6528978990472,Alameda Barros 383,Santa Cecília
2018-03-27,1800000.0,179,4,3,1,2024-11-25,-23.571895417745584,-46.634126357259866,Rua Castro Alves 1,Aclimação
2022-06-14,1699990.0,199,4,3,1,2024-11-25,-23.566237670491805,-46.65342734262296,Alameda Campinas 553,Jardim Paulista
2018-03-30,2250000.0,158,4,3,1,2024-11-25,-23.0353135,-49.1650519,Não Informado,Cerqueira César
2018-03-27,729650.0,105,4,3,1,2024-11-25,-23.633272668582663,-46.693772882488354,Rua do Estilo Barroco 100,Santo Amaro
2021-11-23,1299990.0,161,4,3,1,2024-11-25,-23.57341442246865,-46.65292180242987,Rua Manuel da Nóbrega 761,Paraíso
2021-06-08,845000.0,140,4,3,2,2024-11-25,-23.62898012792117,-46.63299940075345,Rua dos Democratas 799,Vila Monte Alegre
2018-03-27,6000000.0,126,4,3,2,2024-11-25,-23.5267617,-46.66999360224444,Rua Tagipuru 1060,Barra Funda
2018-03-27,2200000.0,280,4,3,2,2024-11-25,-23.566346178165624,-46.66450919974331,Alameda Ministro Rocha Azevedo,Cerqueira César
2018-03-30,707252.0,125,4,3,2,2024-11-25,-23.55371498977081,-46.70214681421701,Rua Desembargador Ferreira França,Alto de Pinheiros
2018-03-28,750000.0,182,4,3,2,2024-11-25,-23.62466169637421,-46.67035796521384,Rua João de Sousa Dias 861,Campo Belo
2019-05-10,700000.0,100,4,3,2,2024-11-25,-23.6086102,-46.62959804667176,Avenida Itaboraí 448,Bosque da Saúde
2023-10-24,1180000.0,120,4,3,2,2024-11-25,-23.493379573412195,-46.63674929805521,Rua Santo Egídio 1209,Santa Teresinha
2018-03-30,950000.0,104,4,3,2,2024-11-25,-22.1375644,-51.39595227634584,Não Informado,Planalto Paulista
2018-03-27,1115000.0,153,4,3,2,2024-11-25,-23.50707295,-46.633250587079736,Não Informado,Santana
2020-03-06,6500000.0,402,4,3,3,2024-11-25,-23.569077966608628,-46.6631178786511,Alameda Casa Branca 1080,Jardim Paulista
2018-03-27,3800000.0,195,4,3,3,2024-11-25,-23.60497647874876,-46.65438072756584,Alameda dos Aicás 50,Indianópolis
2018-03-27,5900000.0,307,4,3,3,2024-11-25,-23.565120915125007,-46.6614185209482,Rua Peixoto Gomide,Jardim Paulista
2021-10-14,2390000.0,133,4,3,3,2024-11-25,-23.6231118,-46.7380526,Rua José de Oliveira Coelho 451,Vila Andrade
2024-03-28,1700000.0,175,4,3,3,2024-11-25,-23.587246073684213,-46.60524403684211,Rua Cipriano Barata 1999,Ipiranga
2018-03-27,890000.0,223,4,3,4,2024-11-25,-23.624560013455596,-46.735810834846696,Rua Abdo Ambuba,Vila Andrade
2023-10-24,2000000.0,219,4,3,4,2024-11-25,-23.456758225229272,-46.61379349958406,Rua Antônio Pires 1116,Vila Albertina
2018-03-30,2180000.0,240,4,3,4,2024-11-25,-23.6299339,-46.670417,Não Informado,Campo Belo
2023-09-06,7564500.0,334,4,3,4,2024-11-25,-23.5496822,-46.6917772,Rua Harmonia 1040,Sumarezinho
2018-03-27,5500000.0,220,4,3,5,2024-11-25,-23.60105335,-46.66773511692357,Avenida Jacutinga 225,Indianópolis
2024-08-16,1059999.0,230,4,3,4,2024-11-25,-23.710411108921846,-46.54854512019151,Rua João Pessoa 215,Centro
2018-08-08,2159990.0,240,4,3,4,2024-11-25,-23.608411165815447,-46.6704547465445,Alameda Jauaperi 1478,Moema
2021-06-04,1550000.0,144,4,5,2,2024-11-25,-23.52943775067393,-46.688809546119046,Rua Desembargador do Vale,Perdizes
2021-10-07,2028000.0,156,4,5,2,2024-11-25,-23.53606391697074,-46.67551869609678,Rua Bartira 856,Perdizes
2018-03-27,2980000.0,224,4,5,2,2024-11-25,-23.493722653141678,-46.62816875642551,Rua Francisca Júlia 297,Santana
2018-03-27,1699002.0,144,4,5,2,2024-11-25,-23.48118175,-46.64474099234481,Rua Professor Dorival Dias Minhoto 240,Lauzane Paulista
2018-03-28,2800000.0,285,4,4,2,2024-11-25,-23.54854125,-46.657715765181216,Rua Itacolomi 538,Higienópolis
2018-03-27,2294970.0,145,4,5,2,2024-11-25,-23.58720186606897,-46.63292634980347,Rua Doutor Neto de Araújo 304,Vila Mariana
2018-03-27,999000.0,136,4,4,2,2024-11-25,-23.59195895,-46.57471010750456,Rua Inácio 876,Vila Prudente
2023-07-24,1980000.0,345,4,4,2,2024-11-25,-23.620800597409964,-46.67084264740818,Rua João Álvares Soares 1697,Campo Belo
2018-03-27,5219000.0,360,4,5,2,2024-11-25,-23.58353484699563,-46.67488377053856,Rua Professor Tamandaré Toledo 104,Itaim Bibi
2018-03-27,1600000.0,140,4,4,3,2024-11-25,-23.59424757571182,-46.63181181973673,Rua Sousa Ramos 171,Vila Mariana
2018-03-27,2490000.0,165,4,5,3,2024-11-25,-23.53006375,-46.69459512188716,Rua Caio Graco 800,Vila Romana
2021-07-28,990000.0,200,4,5,3,2024-11-25,-23.62208165804489,-46.73361842894112,Avenida Giovanni Gronchi,Vila Andrade
2024-08-16,1300000.0,234,4,4,3,2024-11-25,-23.4952788,-46.626275236517245,Rua Voluntários da Pátria 2831,Santana
2024-10-17,3500000.0,296,4,6,3,2024-11-25,-23.64798200657856,-46.693159786220114,Rua Joaquim José Esteves,Santo Amaro
2020-10-15,1890000.0,173,4,5,3,2024-11-25,-23.488219639447426,-46.62904631340826,Rua Doutor Guilherme Cristofel 290,Santana
2018-03-27,3800000.0,330,4,5,3,2024-11-25,-23.64798200657856,-46.693159786220114,Rua Joaquim José Esteves,Santo Amaro
2018-03-27,1499880.0,235,4,5,3,2024-11-25,-23.627564900161232,-46.73361047640377,Rua Itamira 7,Vila Andrade
2022-02-25,3099980.0,315,4,4,3,2024-11-25,-23.5761919963882,-46.64798103698969,Rua Carlos Steinen 37,Paraíso
2021-02-08,2790000.0,177,4,5,4,2024-11-25,-23.620800597409964,-46.67084264740818,Rua João Álvares Soares 1531,Campo Belo
2018-03-27,4000000.0,221,4,5,4,2024-11-25,-23.53990275,-46.67531045,Rua Wanderley 1795,Perdizes
2018-03-27,3300000.0,165,4,4,4,2024-11-25,-23.59995426794693,-46.66607224329477,Avenida Sabiá 303,Indianópolis
2018-03-27,15000000.0,325,4,6,4,2024-11-25,-23.5892049,-46.6839228,Rua Leopoldo Couto Magalhães Júnior,Itaim Bibi
2019-05-06,5500000.0,278,4,6,4,2024-11-25,-23.61089449499441,-46.659340612697946,Avenida Jurucê,Indianópolis
2018-08-08,3349990.0,370,4,6,5,2024-11-25,-23.644992042054284,-46.67328526262149,Avenida Washington Luís 1585,Santo Amaro
2018-03-27,420000.0,21,1,1,1,2024-11-25,-23.40927995,-46.84237185,Rua Álvaro de Carvalho 163,Centro
2018-09-19,1350000.0,50,1,1,1,2024-11-25,-23.564474225346885,-46.68691857183845,Rua Mourato Coelho,Pinheiros
2018-03-27,765000.0,49,1,1,1,2024-11-25,-23.5535965,-46.65774891489862,Rua Bela Cintra 561,Consolação
2018-03-28,750000.0,42,1,1,1,2024-11-25,-23.52576965,-46.692078824655766,Rua Coriolano 710,Vila Romana
2018-03-28,880000.0,43,1,1,1,2024-11-25,-23.5948085,-46.67122500167443,Rua Afonso Braz 768,Vila Nova Conceição
2018-08-08,2349980.0,85,1,1,1,2024-11-25,-23.583182705367527,-46.67132256128892,Rua Oscar Pereira da Silva 112,Itaim Bibi
2018-03-27,660000.0,46,1,1,1,2024-11-25,-23.562614250000003,-46.66021438706716,Alameda Ministro Rocha Azevedo 523,Cerqueira César
2018-03-27,830000.0,47,1,1,1,2024-11-25,-23.6049108,-46.65851596293854,Avenida Moema 260,Moema
2018-03-27,640000.0,37,1,1,1,2024-11-25,-23.574218534708287,-46.70679905483634,Avenida Professor Francisco Morato 292,Butantã
2024-08-16,397000.0,38,1,1,1,2024-11-25,-23.49184335,-46.626418696982064,Rua Pedro Doll 43,Santana
2022-07-14,2249990.0,62,1,1,1,2024-11-25,-23.56797748234173,-46.66197365336561,Alameda Casa Branca 915,Jardim Paulista
2018-03-27,1850000.0,78,1,1,2,2024-11-25,-23.5604581,-46.6733769,Rua Capote Valente 80,Pinheiros
2018-03-27,1100000.0,52,1,1,2,2024-11-25,-23.55120025,-46.647258665861536,Rua Caio Prado 363,Consolação
2020-09-15,850000.0,58,1,1,2,2024-11-25,-23.56817225,-46.65575301713521,Alameda Campinas 862,Jardim Paulista
2018-03-30,2000000.0,80,1,1,2,2024-11-25,-23.0503416,-47.8327759,Não Informado,Vila Nova Conceição
2022-02-25,1809980.0,79,1,1,2,2024-11-25,-23.588051770129617,-46.67453783055635,Rua Bandeira Paulista 305,Itaim Bibi
2020-09-01,1095000.0,69,1,1,2,2024-11-25,-23.620424199434197,-46.67045257285576,Rua Doutor Jesuíno Maciel 1682,Campo Belo
2018-03-27,508500.0,67,1,2,1,2024-11-25,-23.52440775,-46.6473362389376,Rua Jaraguá 737,Bom Retiro
2018-03-28,1060000.0,49,1,2,1,2024-11-25,-23.5956098,-46.6835652,Rua Quatá 64,Vila Olímpia
2018-03-27,579980.0,75,1,2,1,2024-11-25,-23.532766383497897,-46.690932545965886,Rua Doutor Augusto de Miranda 1128,Vila Pompéia
2023-10-24,850000.0,76,1,2,1,2024-11-25,-23.5375217503925,-46.73116728697825,Avenida Doutor Gastão Vidigal 1632,Vila Leopoldina
2023-03-28,700000.0,48,1,2,1,2024-11-25,-23.6294989,-46.6736894,Não Informado,Brooklin Paulista
2022-04-08,485000.0,50,1,2,1,2024-11-25,-23.6238781260173,-46.734840771328514,Rua Charles Spencer Chaplin 120,Vila Andrade
2018-03-27,1560000.0,120,1,2,2,2024-11-25,-23.621217250786117,-46.677233558333725,Rua Constantino de Sousa 1144,Campo Belo
2018-03-27,980000.0,130,1,2,2,2024-11-25,-23.56375846501284,-46.676747841522754,Avenida Rebouças,Cerqueira César
