Created_Date,Price,Area,Bedrooms,Bathrooms,Parking_Spaces,Latitude,Longitude,Neighborhood
2018,2980000.0,238,3,3,4,-23.6074637,-46.6689221,Indianópolis
2018,3050000.0,178,3,3,4,-23.5729126,-46.63300370160809,Aclimação
2018,1150000.0,150,3,4,1,-23.5671539,-46.6476184,Bela Vista
2018,3450000.0,180,3,4,1,-23.5650248,-46.6690018,Cerqueira César
2018,1680000.0,167,3,4,1,-23.5713266,-46.6565431,Jardim Paulista
2018,800000.0,160,3,4,1,-23.5727955,-46.58785542226606,Parque da Mooca
2018,1800000.0,150,3,4,1,-23.5610482,-46.6588846,Cerqueira César
2018,2700000.0,180,3,6,1,-23.5660909,-46.6507843,Bela Vista
2018,3000000.0,172,3,4,1,-23.5798604,-46.6813123,Jardim Europa
2024,3150000.0,226,3,4,2,-23.5686187,-46.6573723,Jardim Paulista
2019,3200000.0,107,3,4,2,-23.5616888,-46.5409485,Vila Formosa
2018,3400000.0,190,3,4,2,-23.580679390977963,-46.6741297581395,Itaim Bibi
2018,1144480.0,164,3,5,2,-23.5782848,-46.6413385,Vila Mariana
2018,2737954.0,109,3,4,2,-20.8124932,-49.3968322,Jardim Aeroporto
2020,1540000.0,138,3,5,2,-23.6288663,-46.7403484,Vila Andrade
2021,1602317.3015935991,143,3,5,2,-23.6461639,-46.6645076,Vila Mascote
2018,1200000.0,144,3,4,3,-23.5766238,-46.6141592443727,Vila Monumento
2020,2200000.0,283,3,5,3,-23.5951524,-46.6503073,Vila Clementino
2018,3309000.0,256,3,4,3,-22.74745839135536,-47.64245167317858,Higienópolis
2021,1065000.0,147,3,4,3,-23.58621113306392,-46.680888525725216,Itaim Bibi
2018,1200000.0,269,3,4,3,-23.6187554,-46.6813545,Campo Belo
2018,3500000.0,221,3,5,4,-23.5314678,-46.667183,Perdizes
2018,7000000.0,235,3,5,4,-23.5819849,-46.6743898,Itaim Bibi
2018,3050000.0,178,3,5,4,-23.575292848637837,-46.63245455648245,Aclimação
2018,6300000.0,326,3,4,6,-23.5553891,-46.5641151,Jardim Anália Franco
2018,11950000.0,229,3,5,4,-23.6038747,-46.6679276,Moema
2020,5500000.0,320,3,4,4,-23.6136787,-46.6144369,Jardim da Saúde
2018,10500000.0,241,3,5,4,-23.582045,-46.663287,Ibirapuera
2018,12571000.0,335,3,5,4,-23.5892049,-46.6839228,Itaim Bibi
2021,2780000.0,214,3,5,4,-23.55937825,-46.66602594781197,Jardim Paulista
2022,3499970.0,180,4,2,2,-23.58607229541732,-46.68660763483235,Itaim Bibi
2021,2655000.0,221,4,2,2,-23.5619806,-46.66593,Cerqueira César
2018,2100000.0,300,4,2,2,-23.57374485,-48.02442576609145,Jardim Paulista
2019,3499980.0,230,4,2,2,-23.58061384643761,-46.67388652741114,Itaim Bibi
2018,2500000.0,260,4,2,2,-23.5613395,-46.6472831,Morro dos Ingleses
2022,2100000.0,180,4,2,2,-23.6295676,-46.6734954,Brooklin Paulista
2018,1290000.0,104,4,3,2,-23.6115324,-46.635363,Saúde
2018,1989970.0,158,4,3,2,-23.605934776724137,-46.66723736206897,Indianópolis
2023,635000.0,116,4,3,2,-23.6239774,-46.7341098,Vila Andrade
2018,1600000.0,125,4,3,2,-23.5430853,-46.6842097,Perdizes
2019,1390000.0,136,4,3,2,-23.6058183,-46.6135849,Vila Dom Pedro I
2018,1350000.0,170,4,3,3,-23.5411181,-46.68529566607885,Sumaré
2024,850000.0,200,4,3,3,-23.6257265,-46.7345443,Morumbi
2020,2699970.0,195,4,3,3,-23.5708684,-46.661688,Jardim Paulista
2022,1799980.0,180,4,3,3,-23.530913959310432,-46.68131815438274,Perdizes
2018,2600000.0,188,4,3,3,-23.6090743,-46.65860396963964,Indianópolis
2018,4200000.0,220,4,3,4,-23.543663539108483,-46.65870722552159,Higienópolis
2023,1490000.0,280,4,3,4,-23.5016161,-46.6261107,Santana
2018,857375.0,240,4,4,2,-23.5626473,-46.59821878559168,Mooca
2020,1580000.0,130,4,4,2,-23.57989385,-46.61915761389528,Jardim da Glória
2018,1595000.0,126,4,4,2,-23.5347124,-46.67838620075449,Perdizes
2023,6000000.0,475,4,9,2,-23.546114,-46.6561535,Higienópolis
2020,2900000.0,200,4,5,2,-23.5506907,-46.7180052,Alto de Pinheiros
2023,1300000.0,125,4,4,2,-23.6001279,-46.6095431,Vila Dom Pedro I
2018,790000.0,108,4,4,2,-23.6571932,-46.7037365,Santo Amaro
2018,1500000.0,180,4,5,3,-23.53746135,-46.6832266389753,Perdizes
2018,1950000.0,193,4,5,3,-23.535278,-46.6685263,Perdizes
2018,3485000.0,218,4,4,3,-23.60043414511578,-46.66613178803871,Moema
2021,1600000.0,220,4,5,3,-23.531936,-46.7169155,Alto da Lapa
2022,1350000.0,160,4,5,3,-23.6133146,-46.66417654048208,Indianópolis
2018,8131900.0,239,4,6,3,-23.582045,-46.663287,Ibirapuera
2022,4300000.0,227,4,4,4,-23.5417663,-46.68512947718322,Sumaré
2021,7480000.0,370,4,5,5,-23.6165687,-46.6683313,Campo Belo
2018,8591520.0,623,4,5,6,-23.546114,-46.6561535,Higienópolis
2022,4000000.0,294,4,5,5,-23.5787666,-46.6511098,Vila Mariana
2018,4489320.0,268,4,5,4,-23.6301949,-46.6916327,Santo Amaro
2018,550000.0,42,1,1,1,-23.6140054,-46.6363604,Saúde
2018,520000.0,27,1,1,1,-23.6009797,-46.6820247,Vila Olímpia
2018,679723.0,21,1,1,1,-23.56741210282118,-46.659637960650805,Jardim Paulista
2018,1349000.0,84,1,1,1,-23.596094,-46.6871829,Vila Olímpia
2022,1489000.0,30,1,1,1,-23.581531120731164,-46.6772519970601,Itaim Bibi
2018,1200000.0,23,1,1,1,-23.56872665,-46.65769056983419,Jardim Paulista
2018,1602317.3015935991,40,1,1,1,-23.5571731,-46.658240154069766,Consolação
2018,1999980.0,75,1,1,2,-23.56175804071856,-46.66571280778443,Cerqueira César
2018,2380000.0,135,1,1,2,-23.601688491249472,-46.67781357027142,Vila Olímpia
2022,1050000.0,57,1,1,2,-23.61896915,-46.68174833147724,Campo Belo
2022,2180000.0,115,1,1,2,-23.56715675,-46.6931338386368,Vila Madalena
2018,1840000.0,61,1,1,2,-23.5892049,-46.6839228,Itaim Bibi
2018,1599000.0,65,1,1,2,-23.5726072,-46.6585323,Jardim Paulista
2022,1999980.0,75,1,1,2,-23.56174508323353,-46.66569928502994,Cerqueira César
2018,1499990.0,72,1,2,1,-23.5669235,-46.6856388,Pinheiros
2019,800000.0,90,1,2,1,-23.5757178,-46.6494984,Paraíso
2018,695000.0,70,1,2,1,-23.6067336,-46.7018308,Real Parque
2024,1315000.0,58,1,2,1,-23.6662293,-46.6630583,Cidade Ademar
2018,995000.0,73,1,2,1,-23.5861818,-46.6751386,Itaim Bibi
2018,690000.0,70,1,2,1,-22.7510569625508,-47.64905889603437,Higienópolis
2018,460000.0,52,1,2,1,-23.5537242,-46.567094043649846,Jardim Anália Franco
2018,680000.0,38,1,2,1,-23.6117031,-46.6652606,Indianópolis
2018,982000.0,45,1,2,1,-23.563473700000003,-46.680006257142864,Pinheiros
2019,550000.0,68,1,2,1,-23.5657146,-46.6638655,Jardim Paulista
2018,1602317.3015935991,55,1,2,1,-23.6044974,-46.6037075,Vila Dom Pedro I
2023,1809000.0,126,1,2,2,-23.5380962,-46.6863665,Vila Pompéia
2023,2130000.0,79,1,2,2,-23.5840756,-46.6758147,Itaim Bibi
2018,2500000.0,90,1,2,2,-23.5874635,-46.67364,Itaim Bibi
2018,890000.0,40,1,2,2,-23.5408176,-46.5685079,Vila Gomes Cardim
2018,1058500.0,73,1,2,2,-23.5451103,-46.5690758,Vila Gomes Cardim
2022,2349980.0,90,1,2,2,-23.56175804071856,-46.66571280778443,Cerqueira César
2018,760000.0,60,1,2,2,-23.5619806,-46.66593,Cerqueira César
2018,699010.0,50,2,1,1,-23.582379332220302,-46.633768562756856,Vila Mariana
2021,170000.0,50,2,1,1,-23.6066003,-46.5050602,Conjunto Habitacional Teotonio Vilela
2018,990000.0,76,2,1,1,-23.566938,-46.6592403,Jardim Paulista
2018,505000.0,50,2,1,1,-23.5057373,-46.7022841,Freguesia do Ó
2018,1400000.0,54,2,1,1,-23.5651589,-46.6614571,Jardim Paulista
2019,510000.0,68,2,1,1,-23.6151341,-46.639629,Saúde
2018,382768.0,57,2,1,1,-23.5540038,-46.5236354,Vila Carrão
2018,475000.0,61,2,1,2,-23.6025987,-46.62016791212096,Vila Gumercindo
2018,970000.0,83,2,1,2,-23.5837,-46.63274082420693,Vila Mariana
2018,310000.0,40,2,1,2,-23.7777576,-46.3040566,Vila Portuguesa
2018,830000.0,65,2,1,2,-23.6160756,-46.6388524,Chácara Inglesa
2018,700000.0,86,2,1,2,-23.625687,-46.7269894,Vila Andrade
2018,647000.0,67,2,2,1,-23.6444741,-46.6649801,Vila Mascote
2022,697500.0,61,2,2,1,-23.5114426,-46.69293765,Água Branca
2018,450000.0,57,2,2,1,-23.623983,-46.7399208,Vila Andrade
2018,630000.0,53,2,2,1,-23.52287195,-46.70715153706222,Lapa
2024,950000.0,85,2,2,1,-23.5859161,-46.6338291,Vila Mariana
2018,1300000.0,65,2,2,1,-23.61148595,-46.667557694514855,Indianópolis
2022,994970.0,75,2,2,1,-23.6453305,-46.7021678,Santo Amaro
2018,358000.0,60,2,2,1,-23.5034468,-46.60963350237313,Vila Guilherme
2018,890000.0,89,2,2,2,-23.6071179,-46.6177397,Vila Gumercindo
2018,900000.0,60,2,2,2,-23.6009797,-46.6820247,Vila Olímpia
2022,1099000.0,87,2,2,2,-23.5169614,-46.7126092,Vila Anastácio
2018,745000.0,70,2,2,2,-23.6181219,-46.63252,Vila da Saúde
2018,1390000.0,102,2,2,2,-23.5357431,-46.5709789,Tatuapé
2018,1290000.0,60,2,2,2,-23.549469,-46.6540106,Consolação
2018,1300000.0,67,2,3,2,-23.6038747,-46.6679276,Moema
2018,1292000.0,75,2,3,1,-23.58759854007553,-46.6387603992096,Vila Mariana
2018,1200000.0,130,2,3,1,-23.5688066,-46.6533122,Jardim Paulista
2018,1490000.0,72,2,3,1,-23.5631339,-46.6635556,Cerqueira César
2020,2275000.0,160,2,3,1,-23.5622565,-46.67609017127659,Pinheiros
2019,1200000.0,70,2,3,1,-23.53216603124801,-46.67776898437354,Perdizes
2019,1019400.0,99,2,3,1,-23.6146856,-46.6346464,Saúde
2022,550000.0,69,2,3,1,-23.4882237,-46.6288743,Santana
2021,1030000.0,70,2,3,2,-23.6056939,-46.6612764,Indianópolis
2018,1698000.0,122,2,3,2,-23.5578187,-46.6035811,Mooca
2018,5640000.0,208,2,3,2,-23.56512835,-46.66313267370218,Cerqueira César
2019,1318800.0,99,2,3,2,-23.6103012,-46.6323142,Chácara Inglesa
2024,1280000.0,105,2,3,2,-23.5688535,-46.61910739856454,Cambuci
2018,1699499.0,92,2,3,2,-23.6112862,-46.661036472300665,Indianópolis
2018,6435990.0,130,2,3,3,-23.581670781800288,-46.67776107468985,Itaim Bibi
2018,4350000.0,166,2,3,3,-23.5737047,-46.6823072,Jardim Europa
2022,2990000.0,204,2,3,3,-23.5608354,-46.69833005128655,Pinheiros
2018,3200000.0,167,2,3,3,-23.6208299,-46.6768746,Campo Belo
2020,4200000.0,283,2,3,3,-23.5960372,-46.6399687,Vila Clementino
2019,3750000.0,175,2,3,3,-23.6295676,-46.6734954,Brooklin Paulista
2019,780000.0,97,2,3,3,-23.6181806,-46.6471135,Saúde
2018,4200000.0,143,2,5,2,-23.6011106,-46.6617875,Moema
2023,2450000.0,106,2,4,2,-23.5351215,-46.6744699,Perdizes
2024,1602317.3015935991,115,2,4,2,-23.6082346,-46.6328773,Chácara Inglesa
2018,1069970.0,145,3,1,1,-23.56403059074244,-46.64521888203288,Bela Vista
2018,1499990.0,86,3,1,1,-23.5955845,-46.6776787,Vila Olímpia
2018,450000.0,64,3,1,1,-23.5286519,-46.5560436,Tatuapé
2023,580000.0,55,3,1,1,-23.5128378,-46.7049552,Lapa
2024,2100000.0,193,3,1,1,-23.54653235,-46.65564082351868,Higienópolis
2018,370000.0,64,3,1,1,-23.6382545,-46.5921547,Vila Arapuã
2018,2850000.0,125,3,1,2,-23.6256697,-46.6797248,Campo Belo
2022,1599980.0,181,3,1,2,-23.574692863062666,-46.64591138508191,Paraíso
2022,574000.0,65,3,1,2,-23.5488172,-46.5655373,Vila Gomes Cardim
2020,680000.0,85,3,1,2,-23.4891632,-46.6079521,Parada Inglesa
2018,4000000.0,248,3,1,3,-23.5356304,-46.6815967,Perdizes
2024,2150000.0,196,3,1,3,-23.5296595,-46.65189388826502,Santa Cecília
2023,3198000.0,238,3,1,3,-23.613087822687863,-46.66354778028396,Indianópolis
2018,2850000.0,181,3,1,3,-23.57374485,-48.02442576609145,Jardim Paulista
2018,3855000.0,129,3,1,3,-23.5686187,-46.6573723,Jardim Paulista
2018,3625000.0,129,3,1,3,-23.5686187,-46.6573723,Jardim Paulista
2018,3460000.0,172,3,1,3,-23.5892049,-46.6839228,Itaim Bibi
2018,1477563.0,87,3,2,1,-23.583911290291848,-46.642190373886194,Vila Mariana
2022,1580000.0,107,3,2,1,-23.54404905,-46.65878404637021,Higienópolis
2023,609000.0,71,3,2,1,-23.605836,-46.6285359,Chácara Inglesa
2018,598500.0,131,3,2,1,-23.558146858494208,-46.59602879409725,Mooca
2023,1856560.0,94,3,2,1,-23.5622926,-46.6699232,Cerqueira César
2023,1499000.0,105,3,2,1,-23.56779847622424,-46.658280162604505,Jardim Paulista
2021,480000.0,74,3,2,1,-23.62632955,-46.74400811455767,Vila Andrade
2023,2100000.0,250,3,2,1,-23.5651589,-46.6614571,Jardim Paulista
2023,510000.0,69,3,2,1,-23.6227639,-46.6123019,Jardim Previdência
2018,495000.0,67,3,2,1,-23.46551,-46.585294,Jaçanã
2018,990000.0,95,3,2,2,-23.53192825,-46.7288296680921,Vila Hamburguesa
2023,905000.0,80,3,2,2,-23.5263066,-46.73942985,Vila Leopoldina
2019,860000.0,101,3,2,2,-23.6057807,-46.6262757,Vila Gumercindo
2019,1380000.0,107,3,2,2,-23.6065829,-46.63581902489212,Vila Mariana
2018,1350000.0,95,3,2,2,-23.583283,-46.5856604,Vila Prudente
2018,690000.0,73,3,2,2,-23.4674674,-46.7103511,Vila Brasilândia
2023,1735000.0,100,3,2,3,-23.5188459,-46.6690837,Barra Funda
2018,563000.0,94,3,2,3,-23.4795395,-46.6418183,Lauzane Paulista
2023,1930000.0,167,3,2,3,-23.5726363,-46.6327621,Aclimação
2018,644000.0,95,3,3,3,-23.4713573,-46.6445383,Lauzane Paulista
2020,795000.0,100,3,2,3,-23.6104154,-46.6176199,Saúde
2018,1500000.0,143,3,2,3,-23.4979878,-46.6364097,Santana
2018,1700000.0,110,3,3,1,-23.5714135,-46.6561708,Jardim Paulista
2018,1200000.0,134,3,3,1,-23.5689937,-46.660168,Jardim Paulista
2020,1700000.0,109,3,3,1,-23.5714135,-46.6561708,Jardim Paulista
2018,850000.0,94,3,3,1,-23.60162329749875,-46.67795452973243,Vila Olímpia
2018,1450000.0,154,3,3,1,-23.571693,-46.6577369,Jardim Paulista
2018,1500000.0,120,3,3,1,-23.5861818,-46.6751386,Itaim Bibi
2018,1850000.0,98,3,3,1,-23.603532667195797,-46.66585552763286,Moema
2023,2235000.0,237,3,3,1,-23.53985435,-46.67608589373596,Perdizes
2018,970000.0,92,3,3,1,-23.6158039,-46.6727798,Campo Belo
2018,2550000.0,187,3,3,1,-23.56372225,-46.66476259851957,Cerqueira César
2018,2240000.0,119,3,3,2,-23.583097835750543,-46.634725195790736,Vila Mariana
2021,900000.0,106,3,3,2,-23.5972591,-46.6391982,Vila Clementino
2018,1400000.0,158,3,3,2,-23.5619182,-46.6597811,Jardim Paulista
2021,1600000.0,153,3,3,2,-23.5295372,-46.6859049,Vila Pompéia
2018,1890000.0,110,3,3,2,-23.5291752,-46.7273705,Vila Hamburguesa
2022,1450000.0,167,3,3,2,-23.5859008,-46.6940282,Cidade Jardim
2021,2200000.0,220,3,3,3,-23.6219003,-46.6703617,Campo Belo
2021,1250000.0,147,3,3,3,-23.5782848,-46.6413385,Vila Mariana
2020,990000.0,86,3,3,3,-23.6071179,-46.6177397,Vila Gumercindo
2018,949900.0,94,3,3,3,-23.6200908,-46.6205457,Saúde
2022,1060000.0,135,3,3,3,-23.6187554,-46.6813545,Campo Belo
2018,1250000.0,184,3,3,3,-23.5796168,-46.58946774697941,Parque da Mooca
2020,1275000.0,136,3,3,3,-23.586112391213184,-46.789784718046974,Jardim Arpoador
2018,3050000.0,214,3,3,5,-20.8066241,-49.4120944,Vila Congonhas
2020,3500000.0,196,3,3,4,-23.5683746,-46.6622159,Jardim Paulista
2022,5899970.0,282,3,3,4,-23.603019605088093,-46.672646148649406,Indianópolis
2018,740000.0,96,3,4,1,-23.5426905,-46.5713601,Vila Azevedo
2018,1700000.0,163,3,4,1,-23.5619182,-46.6597811,Jardim Paulista
2018,1650000.0,175,3,4,1,-23.54835955,-46.65977580246624,Consolação
2018,1920000.0,155,3,4,1,-23.5681253,-46.6494032,Jardim Paulista
2018,1760000.0,161,3,4,1,-23.5351636,-46.6741234,Perdizes
2018,2400000.0,176,3,4,1,-23.5619151,-46.6599391,Cerqueira César
2021,1380000.0,128,3,4,1,-23.5353346,-46.6592958,Santa Cecília
2018,1390000.0,165,3,4,1,-23.56051905,-46.66695475048333,Cerqueira César
2018,899750.0,240,3,4,1,-23.558951850459916,-46.60009190032751,Mooca
2018,2585000.0,163,3,4,2,-23.5504888,-46.6818625,Pinheiros
2018,1850000.0,140,3,4,2,-23.490679,-46.6373677,Santa Teresinha
2018,2120000.0,157,3,4,2,-23.57887395,-46.590552968312025,Vila Prudente
2018,1054000.0,128,3,5,2,-23.5507422,-46.5408755,Vila Carrão
2018,3650000.0,268,3,6,2,-23.57281018547722,-46.64691943302005,Paraíso
2023,3600000.0,157,3,5,2,-23.5387902,-46.6797769,Perdizes
2018,750000.0,94,3,4,2,-23.5463525,-46.6910125,Sumarezinho
2018,905000.0,112,3,4,2,-23.63267565,-46.66779248754722,Jardim Aeroporto
2021,5088000.0,204,3,5,3,-23.60584325,-46.660836410522656,Indianópolis
2018,2150000.0,150,3,4,3,-23.5352839,-46.68024143876804,Perdizes
2018,1100000.0,132,3,4,3,-23.5577135,-46.56085983310719,Jardim Anália Franco
2018,3250000.0,225,3,9,3,-23.58116735,-46.617644350000006,Jardim da Glória
2023,4472003.0,187,3,5,3,-23.5555297,-46.6763638,Pinheiros
2018,3200000.0,162,3,5,3,-23.589201,-46.673239,Itaim Bibi
2018,7900000.0,152,3,5,5,-23.5874635,-46.67364,Itaim Bibi
2023,4699000.0,316,3,5,5,-23.5269963,-46.69740877389937,Vila Romana
2018,4490000.0,222,3,4,4,-23.5913454,-46.6392753,Vila Mariana
2024,4300000.0,293,3,4,4,-23.5688066,-46.6533122,Jardim Paulista
2018,7290000.0,275,3,6,4,-23.6235873,-46.6734423,Campo Belo
2024,3980000.0,213,3,5,4,-23.6200295,-46.7014512,Santo Amaro
2021,3800000.0,267,3,6,5,-23.5342129,-46.6669577,Perdizes
2018,2100000.0,215,3,5,5,-23.6219003,-46.6703617,Campo Belo
2018,15880000.0,335,3,4,4,-23.5892049,-46.6839228,Itaim Bibi
2018,980000.0,130,3,4,4,-23.5137228,-46.62600613655272,Santana
2018,2480000.0,230,3,5,4,-23.6065648,-46.6734214,Indianópolis
2018,2399990.0,193,4,2,2,-23.5695657,-46.6540945,Jardim Paulista
2018,1700000.0,130,4,2,2,-20.7640293,-49.7197116,Jardim Dom Bosco
2024,1590000.0,180,4,2,2,-23.587632379158396,-46.6420424012326,Vila Mariana
2018,2600000.0,250,4,2,2,-23.541988,-46.6609613,Higienópolis
2024,1590000.0,258,5,2,2,-23.4922602,-46.6337939,Santa Teresinha
2022,2650000.0,286,4,2,2,-23.605900825410057,-46.66632849636777,Moema
2018,2000000.0,270,4,2,2,-23.0353135,-49.1650519,Cerqueira César
2018,2660000.0,250,4,2,2,-23.5618076,-46.6713032,Cerqueira César
2018,1500000.0,160,4,2,2,-23.540223252929867,-46.67012249025807,Perdizes
2018,3499990.0,230,4,2,2,-23.58062695534568,-46.67393517355681,Itaim Bibi
2018,1280000.0,263,4,3,2,-23.53799811045803,-46.66840234812853,Perdizes
2022,1299000.0,152,4,3,2,-23.61966705,-46.67623815,Campo Belo
2018,1980000.0,155,4,3,2,-23.591613,-46.6341779,Vila Mariana
2018,1150000.0,158,4,3,2,-23.546324355688625,-46.6879021754491,Sumaré
2022,999980.0,140,4,3,2,-23.4928571,-46.63898848888889,Santa Teresinha
2019,1990000.0,140,4,3,2,-23.6158039,-46.6727798,Campo Belo
2024,2400000.0,158,4,3,3,-23.5302618,-46.6904116,Perdizes
2018,17500000.0,380,4,3,3,-23.5678729,-46.6672376,Cerqueira César
2023,1250000.0,110,4,3,3,-23.4915047,-46.6284623,Santana
2018,1400000.0,162,4,3,3,-23.6122925,-46.6254542,Bosque da Saúde
2024,1300000.0,170,4,3,3,-23.4852649,-46.621348654422064,Água Fria
2023,3900000.0,333,4,3,5,-23.5730063,-46.6473823,Paraíso
2020,3399970.0,250,4,3,4,-23.5614276248503,-46.66536797754491,Cerqueira César
2023,1650000.0,218,6,3,5,-23.5659114,-46.61367950054397,Cambuci
2018,2950000.0,193,4,3,4,-23.6187554,-46.6813545,Campo Belo
2020,1724970.0,136,5,4,2,-23.53247323980429,-46.68242523412594,Perdizes
2018,1950000.0,196,4,4,2,-23.572106,-46.6339475,Aclimação
2018,2650000.0,210,4,4,2,-23.54036255,-46.6573514443058,Santa Cecília
2018,1850000.0,126,4,4,2,-23.5807589,-46.5904708,Vila Prudente
2018,2000000.0,220,4,4,2,-23.53510135,-46.66468810513272,Perdizes
2018,1400000.0,185,4,4,2,-23.4885888,-46.6314174,Santana
2018,2100000.0,128,4,5,2,-23.6439984,-46.6975459,Santo Amaro
2018,2240000.0,169,4,4,3,-23.53150932666153,-46.688145656455085,Perdizes
2018,2981550.0,260,4,4,3,-23.539860750000003,-46.66027133184245,Santa Cecília
2018,1800000.0,198,4,5,3,-23.6027624,-46.671228,Indianópolis
2018,2929317.0,180,4,4,3,-23.6208299,-46.6768746,Campo Belo
2024,2100000.0,250,4,4,3,-23.6186344,-46.6779234,Campo Belo
2024,4249457.0,316,5,5,3,-23.5718261,-46.6486251,Paraíso
2018,1250000.0,225,4,5,3,-23.5992123,-46.6635275,Moema
2024,1602317.3015935991,157,4,4,3,-23.6290333,-46.7331786,Vila Andrade
2023,5390000.0,273,4,6,4,-23.61093752046052,-46.6679621162826,Indianópolis
2021,11000000.0,307,4,6,5,-23.5983942,-46.6630534,Moema
2018,2900000.0,208,4,5,4,-23.5904704,-46.6242289,Jardim Vila Mariana
2022,4452000.0,400,4,5,4,-23.57789235,-46.58804394422812,Parque da Mooca
2019,3900000.0,223,4,4,4,-23.6187554,-46.6813545,Campo Belo
2021,27000000.0,565,4,5,9,-23.597085,-46.6628884,Moema
2018,19950000.0,327,4,6,5,-23.5856155,-46.6880461,Itaim Bibi
2018,740000.0,35,1,1,1,-23.5689599,-46.69960719083045,Pinheiros
2018,413700.0,37,1,1,1,-23.5332438,-46.5640106,Tatuapé
2022,1378000.0,51,1,1,1,-23.56513935,-46.66230736574005,Cerqueira César
2018,520000.0,40,1,1,1,-23.5776836,-46.670713,Jardim Paulista
2023,934000.0,82,1,1,1,-23.594497,-46.6736728,Vila Olímpia
2023,700000.0,40,1,1,1,-23.5502775,-46.6821081,Pinheiros
2018,680000.0,51,1,1,1,-23.6051039,-46.6735119,Indianópolis
2021,1042000.0,47,1,1,1,-23.619376,-46.6717619,Campo Belo
2023,500000.0,40,1,1,1,-23.589201,-46.673239,Itaim Bibi
2018,3300000.0,83,1,1,2,-23.56203445,-46.66539954988903,Cerqueira César
2018,1600000.0,60,1,1,2,-23.5892049,-46.6839228,Itaim Bibi
2018,4000000.0,130,1,1,2,-22.9952348,-45.5384061,Vila Olímpia
2018,1999970.0,75,1,1,2,-23.56175156197605,-46.66570604640719,Cerqueira César
2018,1750000.0,65,1,1,2,-23.5943901,-46.6822487,Vila Olímpia
2018,742000.0,37,1,1,2,-23.5861818,-46.6751386,Itaim Bibi
2018,446000.0,40,1,1,2,-23.5074612,-46.6252035,Carandiru
2024,1500000.0,49,1,2,1,-23.6074637,-46.6689221,Indianópolis
2018,700000.0,50,1,2,1,-23.5822742,-46.6868391,Jardim Europa
2018,402000.0,70,1,2,1,-23.549195231549906,-46.60854123224767,Mooca
2019,638000.0,46,1,2,1,-23.6297056,-46.6278776,Saúde
2023,520000.0,38,1,2,1,-23.575392727285777,-46.65005252682501,Paraíso
2018,2349980.0,90,1,2,2,-23.56171268952096,-46.66566547814371,Cerqueira César
2018,2100000.0,86,1,2,2,-23.5606994,-46.6682535,Cerqueira César
2018,1700000.0,100,1,2,2,-23.563473700000003,-46.680006257142864,Pinheiros
2018,1200000.0,65,1,2,2,-23.54612855,-46.69023076402439,Sumaré
2018,1800000.0,78,1,2,2,-23.5943901,-46.6822487,Itaim Bibi
2023,1740000.0,77,1,2,2,-23.5368879,-46.7140362,Alto de Pinheiros
2018,1500000.0,120,1,2,2,-23.5832091,-46.6713139,Itaim Bibi
2018,3750000.0,110,1,2,2,-23.5622802,-46.6645629,Cerqueira César
2024,1510000.0,89,1,2,2,-23.6049108,-46.65851596293854,Moema
2022,413500.0,50,2,1,1,-23.579703,-46.5708758,Vila Ema
2018,320000.0,62,2,1,1,-23.60362905,-46.67139265684655,Indianópolis
2022,285000.0,59,2,1,1,-23.5509525,-46.5257967,Vila Carrão
2023,370000.0,34,2,1,1,-23.5371167,-46.4995169,Cidade Patriarca
2018,235000.0,86,2,1,1,-23.5828318,-46.570247,Vila Prudente
2018,971000.0,80,2,1,2,-23.54242285,-46.65269979912274,Vila Buarque
2018,330000.0,67,2,1,2,-23.654416,-46.6698357,Cidade Ademar
2018,439000.0,75,2,1,2,-23.5823453,-46.58147905225461,Vila Prudente
2018,731000.0,70,2,1,2,-23.587659,-46.6052827,Ipiranga
2018,1406000.0,78,2,1,2,-23.5693929,-46.65369297877192,Jardim Paulista
2018,1387000.0,91,2,1,2,-23.59350241873705,-46.674044013522725,Vila Olímpia
2018,350000.0,45,2,1,2,-23.4855451,-46.6936541,Itaberaba
2023,425000.0,87,2,1,2,-23.49453517706046,-46.63275721867677,Santana
2018,565000.0,60,2,2,1,-23.58558145,-46.609715690681526,Ipiranga
2018,1035000.0,62,2,2,1,-23.52900855,-46.68165018391319,Perdizes
2018,538000.0,55,2,2,1,-23.6147386,-46.6353847,Saúde
2020,596000.0,58,2,2,1,-23.5229118,-46.5321817,Penha de França
2018,1420000.0,72,2,2,1,-23.5676669,-46.6982708,Pinheiros
2024,699900.0,63,2,2,1,-23.62287952858628,-46.63742985109306,Parque Imperial
2018,750000.0,66,2,2,1,-23.5353708,-46.5409098,Vila Aricanduva
2020,730000.0,64,2,2,1,-23.57666835,-46.62260782776305,Vila Deodoro
2018,635000.0,55,2,2,1,-23.5512648,-46.6141496,Brás
2018,765000.0,69,2,2,2,-23.5169614,-46.7126092,Vila Anastácio
2018,6500000.0,147,2,2,2,-23.581668242508123,-46.67775181873294,Itaim Bibi
2018,689000.0,77,2,2,2,-23.62952575,-46.74305938930027,Vila Andrade
2018,850000.0,87,2,2,2,-23.624915,-46.7380993,Vila Andrade
2020,1007000.0,73,2,2,2,-23.6242797,-46.6770146,Campo Belo
2022,630000.0,69,2,2,2,-23.6261907,-46.7404538,Vila Andrade
2019,1437000.0,89,2,2,2,-23.55716665,-46.68837245399659,Vila Madalena
2019,850000.0,90,2,2,2,-23.53439065,-46.685542295202566,Perdizes
